Date ,Time ,Open ,High,Low ,Close ,Volume
2022.09.16,16:00,0.87485,0.87832,0.87419,0.87794,29792
2022.09.16,20:00,0.87793,0.878,0.87611,0.87646,13918
2022.09.19,0:00,0.87684,0.87728,0.87584,0.87613,3545
2022.09.19,4:00,0.87614,0.87706,0.87581,0.87627,3171
2022.09.19,8:00,0.87628,0.87772,0.8746,0.87761,9403
2022.09.19,12:00,0.87757,0.87867,0.87688,0.87776,16943
2022.09.19,16:00,0.87777,0.87814,0.87626,0.87678,24172
2022.09.19,20:00,0.87677,0.87704,0.8762,0.87663,11378
2022.09.20,0:00,0.87662,0.87795,0.8759,0.87771,4962
2022.09.20,4:00,0.87773,0.87819,0.87676,0.87688,3095
2022.09.20,8:00,0.87687,0.87744,0.87472,0.87546,15116
2022.09.20,12:00,0.87545,0.8767,0.87231,0.87316,20858
2022.09.20,16:00,0.87315,0.87699,0.8729,0.87659,25429
2022.09.20,20:00,0.87655,0.87721,0.8756,0.876,13900
2022.09.21,0:00,0.87597,0.87677,0.87529,0.87592,6496
2022.09.21,4:00,0.87593,0.87631,0.8756,0.87601,3197
